sentence,label,idx
the outdated clothes and plastic knickknacks ,0,47196
"it 's tough to watch , but it 's a fantastic movie ",1,47197
exceptionally ,1,47198
glucose sentimentality and ,0,47199
film lapses ,0,47200
most jaded ,1,47201
bad and baffling from the get-go ,0,47202
"it 's still a comic book , but maguire makes it a comic book with soul ",1,47203
howlingly trashy time ,1,47204
's nowhere near as exciting as either ,0,47205
"have all the suspense of a 20-car pileup , ",0,47206
rather thin moral ,0,47207
splendid ,1,47208
this misty-eyed southern nostalgia piece ,1,47209
that one eventually resents having to inhale this gutter romancer 's secondhand material ,0,47210
"it 's simply stupid , irrelevant and deeply , truly , bottomlessly cynical . ",0,47211
scare the pants off you ,1,47212
"like a badly edited , 91-minute trailer ( and ) ",0,47213
tackling what seems like done-to-death material ,0,47214
is a really special walk in the woods . ,1,47215
"spider-man is about growing strange hairs , getting a more mature body , and finding it necessary to hide new secretions from the parental units . ",0,47216
terminally cute drama ,1,47217
nuanced look ,1,47218
"druggy and self-indulgent , like a spring-break orgy for pretentious arts majors ",0,47219
truly distinctive and a deeply pertinent film ,1,47220
stiff and schmaltzy and clumsily ,0,47221
even though her performance is more interesting ( and funnier ) than his ,1,47222
", the movie winds up feeling like a great missed opportunity . ",0,47223
falls down in its attempts to humanize its subject ,0,47224
"richard pryor mined his personal horrors and came up with a treasure chest of material , but ",1,47225
is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure ,0,47226
teeny-bopper ,0,47227
"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , ",1,47228
you wo n't like looking at it ,0,47229
's work as well as a remarkably faithful one ,1,47230
classic satire ,1,47231
the sword fighting is well done and auteuil is a goofy pleasure ,1,47232
"a delicious , quirky movie with a terrific screenplay and fanciful direction by michael gondry . ",1,47233
its decrepit freaks ,0,47234
pressed through kafka 's meat grinder and into buñuel 's casings ,0,47235
as the way adam sandler 's new movie rapes ,0,47236
have a great time ,1,47237
a torrent ,1,47238
darling band wilco ,1,47239
"an important movie , ",1,47240
( the film 's ) taste for `` shock humor '' will wear thin on all but ,0,47241
"the plot has a number of holes , and at times it 's simply baffling . ",0,47242
vapid actor 's exercise to appropriate the structure of arthur schnitzler 's reigen ,0,47243
is frequently amusing ,1,47244
who ca n't quite distinguish one sci-fi work from another ,0,47245
many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . ,1,47246
wannabe film -- without the vital comic ingredient of the hilarious writer-director himself . ,0,47247
"a superficial way , while never sure ",0,47248
ambition ,1,47249
that he 's spiffing up leftovers that are n't so substantial or fresh ,0,47250
for controversy ,1,47251
"impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies . ",0,47252
prolonged extrusion ,0,47253
the film retains ambiguities that make it well worth watching . ,1,47254
"4ever has the same sledgehammer appeal as pokemon videos , but ",1,47255
"interesting than any of the character dramas , which never reach satisfying conclusions ",1,47256
to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today ,1,47257
"some episodes work , some do n't . ",0,47258
is a cinematic misdemeanor ,0,47259
about a couple of saps stuck in an inarticulate screenplay ,0,47260
memories and one fantastic visual trope ,1,47261
this is absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer . ,0,47262
"is sure to give you a lot of laughs in this simple , sweet and romantic comedy ",1,47263
for `` shock humor '' will wear thin on all ,0,47264
"mind , while watching eric rohmer 's tribute ",1,47265
are easy to swallow thanks to remarkable performances by ferrera and ontiveros ,1,47266
"love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness ",1,47267
what 's most offensive is n't the waste of a good cast ,0,47268
a bad taste ,0,47269
by the power and grace of one of the greatest natural sportsmen of modern times ,1,47270
families and church meetings ,1,47271
deserves an oscar nomination ,1,47272
lan yu lacks a sense of dramatic urgency ,0,47273
you find yourself praying for a quick resolution ,0,47274
"its funny , moving yarn that holds up well after two decades ",1,47275
able to forgive its mean-spirited second half ,1,47276
"is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice ",0,47277
that a movie can be as intelligent as this one is in every regard except its storyline ,0,47278
"lush and beautifully photographed ( somebody suggested the stills might make a nice coffee table book ) , but ultimately you 'll leave the theater wondering why these people mattered ",1,47279
is your film . ,1,47280
is a disarmingly lived-in movie ,1,47281
amusement ,1,47282
who loves both dance and cinema ,1,47283
"eloquent , deeply felt meditation ",1,47284
suitable for all ages -- a movie that will make you laugh ,1,47285
fairly slow ,0,47286
without ever being self-important ,1,47287
"( janey ) forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies . ",0,47288
"a bad movie , ",0,47289
followed by the bad idea ,0,47290
the film 's ending has a `` what was it all for ,0,47291
"piss on trees , b.s. one another ",0,47292
another unoriginal run ,0,47293
stolid remake ,0,47294
smug and cartoonish ,0,47295
"is a likable story , told with competence . ",1,47296
a pretentious and ultimately empty examination of a sick and evil woman ,0,47297
"an exhausted , desiccated talent ",0,47298
"miyazaki 's nonstop images are so stunning , and ",1,47299
"be a film that is n't this painfully forced , false and fabricated ",0,47300
to the edge of your seat ,1,47301
is n't funny ,0,47302
tabloid ,0,47303
unfunny and unoriginal mess ,0,47304
with a lower i.q. than when i had entered ,0,47305
we 've learned the hard way just how complex international terrorism is ,0,47306
windshield ,1,47307
"self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy ",0,47308
how many times they can work the words `` radical '' or `` suck '' into a sentence ,0,47309
lurid and less than lucid work ,0,47310
"feature but something far more stylish and cerebral -- and , hence , more chillingly effective ",1,47311
"hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny . ",0,47312
sordid to function as comedy ,0,47313
money-grubbing ,0,47314
the gifted pearce on hand to keep things on semi-stable ground dramatically ,1,47315
gives a portrayal as solid and as perfect as his outstanding performance as bond in die another day ,1,47316
sets out to entertain ,1,47317
terrifically ,1,47318
this is a film that takes a stand in favor of tradition and warmth . ,1,47319
aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one . ,0,47320
bores ,0,47321
stirs the emotions ,1,47322
will turn bill paxton into an a-list director ,1,47323
had so much fun dissing the film that they did n't mind the ticket cost ,0,47324
extremely imaginative through out ,1,47325
the urbane sweetness ,1,47326
charming but slight tale ,1,47327
is a no-surprise series of explosions and violence while banderas looks like he 's not trying to laugh at how bad it ,0,47328
"fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd ",1,47329
a straight-ahead thriller that ,1,47330
"there 's real visual charge to the filmmaking , and a strong erotic spark to the most crucial lip-reading sequence ",1,47331
they engage and even touch us ,1,47332
can trust ,1,47333
misogynist evil ,0,47334
into melancholia ,0,47335
academy award ,1,47336
there 's some good material in their story about a retail clerk wanting more out of life ,1,47337
"goldmember has none of the visual wit of the previous pictures , ",0,47338
revels in its own simplicity ,1,47339
cheering ,1,47340
title performance ,1,47341
the dark visions already relayed by superb ,1,47342
"that zings all the way through with originality , humor and pathos ",1,47343
an awkwardly garish showcase ,0,47344
wanting more ,1,47345
holds up well after two decades ,1,47346
is its make-believe promise of life that soars above the material realm ,1,47347
the kind of movie toback 's detractors always accuse him of making ,0,47348
"good performances and a realistic , non-exploitive approach make paid in full worth seeing . ",1,47349
to be favorably compared to das boot ,1,47350
"more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline ",0,47351
"a tired , unnecessary retread ... a stale copy of a picture that was n't all that great to begin with . ",0,47352
what 's so striking about jolie 's performance ,1,47353
an amicable endeavor ,1,47354
"could be , by its art and heart , a necessary one ",1,47355
good deal funnier ,1,47356
animation back 30 years ,0,47357
in the murk of its own making ,0,47358
free to go get popcorn whenever he 's not onscreen ,0,47359
"this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking ",1,47360
"the appeal of the vulgar , sexist , racist humor went over my head or -- considering just how low brow it is -- ",0,47361
"really long , slow and dreary time ",0,47362
10-course banquet ,1,47363
"skip this dreck , rent animal house and go back to the source . ",0,47364
where the film falters is in its tone . ,0,47365
is a successful one ,1,47366
several of steven soderbergh 's earlier films were hailed as the works of an artist . ,1,47367
a monopoly on mindless action ,0,47368
's just not very smart . ,0,47369
"the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings . ",1,47370
"pique your interest , your imagination , your empathy or anything , ",1,47371
"this wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie i 've seen this summer . ",0,47372
the urban landscapes are detailed down to the signs on the kiosks ,1,47373
to have bitterly forsaken ,0,47374
that makes the film seem like something to endure instead of enjoy ,0,47375
thoughtful without having much dramatic impact ,0,47376
as he creates ,1,47377
"gives viewers a chance to learn , to grow , to travel ",1,47378
a fascinating character 's story ,1,47379
could be the worst film a man has made about women since valley of the dolls ,0,47380
xxx ,0,47381
enhances the quality of neil burger 's impressive fake documentary ,1,47382
give performances of exceptional honesty ,1,47383
"than home alone raised to a new , self-deprecating level ",0,47384
expects something special but instead gets ( sci-fi ) rehash . ,0,47385
"by that measure , it is a failure . ",0,47386
because relatively nothing happens ,0,47387
slightly humorous and tender ,1,47388
unimaginatively ,0,47389
"for an hour , in which we 're told something creepy and vague is in the works ",0,47390
"there 's the inimitable diaz , holding it all together . ",1,47391
demented ,0,47392
falls apart ,0,47393
"humorless , ",0,47394
holds you in rapt attention ,1,47395
resuscitate ,1,47396
bottom-rung ,0,47397
bold by studio standards ,1,47398
do n't come off ,0,47399
are great rewards ,1,47400
"that is listless , witless , and devoid of anything resembling humor ",0,47401
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm . ",1,47402
funniest and most likeable movie ,1,47403
confidently orchestrated ,1,47404
because it made him feel powerful ,1,47405
a thoughtful movie ,1,47406
crafted a complicated hero who is a welcome relief from the usual two-dimensional offerings ,1,47407
creativity ,1,47408
it 's just as wonderful on the big screen . ,1,47409
"a very funny , heartwarming film ",1,47410
"its extremely languorous rhythms , ",0,47411
find much fascination in the swinging ,1,47412
convincing characters ,1,47413
scalds like acid ,0,47414
the footage of the rappers at play and the prison interview with suge knight are just two of the elements that will grab you . ,1,47415
"a colorful , joyous celebration ",1,47416
dopey dialogue and sometimes inadequate performances kill the effect ,0,47417
i will be . ,1,47418
love the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1,47419
poorly staged ,0,47420
are the difference between this and countless other flicks about guys and dolls ,1,47421
you 'll be thinking of 51 ways to leave this loser . ,0,47422
"downbeat , period-perfect biopic hammers home a heavy-handed moralistic message . ",1,47423
important and exhilarating ,1,47424
dignified ceo ,1,47425
"enjoyable , if occasionally flawed , ",1,47426
you feel guilty about ignoring what the filmmakers clearly believe ,0,47427
elegant technology for the masses -- ,1,47428
a sermon for most of its running time ,0,47429
"rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle ",1,47430
's touching and tender and proves that even in sorrow you can find humor ,1,47431
watching disney scrape the bottom of its own cracker barrel ,0,47432
resident ,1,47433
have put together a bold biographical fantasia . ,1,47434
"halfway through this picture i was beginning to hate it , ",0,47435
", the film acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",1,47436
leaving you ,0,47437
"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining . ",1,47438
ke ,1,47439
"stereotypes in good fun , ",1,47440
"( a remake ) do anything as stomach-turning as the way adam sandler 's new movie rapes , pillages and incinerates frank capra 's classic ",0,47441
are struggling to give themselves a better lot in life than the ones ,1,47442
"the script is a disaster , with cloying messages and irksome characters . ",0,47443
a little too smugly ,0,47444
high-concept ,1,47445
"everybody loves a david and goliath story , and this one is told almost entirely from david 's point of view ",1,47446
inviting ,1,47447
"been discovered , indulged in and rejected as boring before i see this piece of crap again ",0,47448
an exhilarating ,1,47449
the observations of this social/economic/urban environment are canny and spiced with irony . ,1,47450
to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists ,0,47451
is a heartfelt story ,1,47452
it has a bigger-name cast ,1,47453
", heartfelt ",1,47454
as its own most damning censure ,0,47455
enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix ,0,47456
"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one . ",0,47457
a low-budget hybrid of scarface ,0,47458
best achievements ,1,47459
most delightful moments ,1,47460
flick that scalds like acid ,0,47461
with a sure and measured hand ,1,47462
a ridiculous wig ,0,47463
liking ,1,47464
as steamy as last week 's pork dumplings . ,0,47465
no level whatsoever ,0,47466
", it still manages to string together enough charming moments to work . ",1,47467
"a chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` in space , no one can hear you snore . ' ",0,47468
does n't improve upon the experience of staring at a blank screen ,0,47469
only masochistic moviegoers ,0,47470
"is as blasphemous and nonsensical as a luis buñuel film without the latter 's attendant intelligence , poetry , passion , and genius ",0,47471
could be considered a funny little film ,1,47472
"too much power , not enough puff ",0,47473
an engrossing iranian film about two itinerant teachers ,1,47474
seeing things from new sides ,1,47475
", but i suspect it might deliver again and again ",1,47476
the absurdity of the situation in a well-balanced fashion ,1,47477
"are stanzas of breathtaking , awe-inspiring visual poetry . ",1,47478
"those visual in-jokes , as in the film 's verbal pokes at everything from the likes of miramax chief ",1,47479
do not fit ,0,47480
elegantly balanced movie ,1,47481
"mushy , existential exploration ",0,47482
the sheer ugliness ,0,47483
"illuminates what it means sometimes to be inside looking out , and at other times outside looking in ",1,47484
puts wang at the forefront of china 's sixth generation of film makers . ,1,47485
the gorgeous locales ,1,47486
ended so damned ,0,47487
a reasonably good time with the salton sea ,1,47488
the sexuality ,1,47489
a baffling mixed platter of gritty realism and magic realism with a hard-to-swallow premise . ,0,47490
thoroughly enjoyed themselves and believed in their small-budget film ,1,47491
executed it takes your breath away . ,1,47492
"crammed with incident , and bristles with passion and energy . ",1,47493
a hollywood satire but winds up as the kind of film that should be the target of something ,0,47494
negativity is a rare treat that shows the promise of digital filmmaking . ,1,47495
this family film sequel is plenty of fun for all . ,1,47496
its extraordinary intelligence and originality ,1,47497
an awful movie that will only satisfy the most emotionally malleable of filmgoers . ,0,47498
with solid performances and eerie atmosphere ,1,47499
considerable wit ,1,47500
crocodile hunter steve irwin do what he does best ,1,47501
"elements of romance , tragedy and even silent-movie comedy ",1,47502
able to share his story so compellingly with us is a minor miracle ,1,47503
"surprising , subtle turn ",1,47504
this tale has been told and retold ,0,47505
the players it brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1,47506
"may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults ",1,47507
entirely stale ,0,47508
joyous occasion ,1,47509
"quirky , fun , popcorn movies ",1,47510
the worthy successor to a better tomorrow ,1,47511
both a successful adaptation and an enjoyable film in its own right . ,1,47512
from sharing the awe in which it holds itself ,0,47513
witty and beneath ,1,47514
for godard ,0,47515
an enjoyable feel-good family comedy regardless of race ,1,47516
"the premise of `` abandon '' holds promise , ... but its delivery is a complete mess . ",0,47517
an alluring backdrop ,1,47518
gets a lot of flavor and spice ,1,47519
"compared to the usual , more somber festival entries , davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air ",1,47520
the pocket monster movie franchise is nearly ready to keel over ,0,47521
"whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ",1,47522
"it picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film . ",1,47523
very bad scouse accents ,0,47524
the tedium ,0,47525
insightful moments ,1,47526
than the very sluggish pace ,0,47527
is nothing short of a travesty of a transvestite comedy ,0,47528
an incredibly irritating comedy ,0,47529
to see who can out-bad-act the other ,0,47530
have captured the chaos of an urban conflagration with such fury ,1,47531
unexpected comedy ,1,47532
the best part about `` gangs '' was daniel day-lewis . ,1,47533
"you can fire a torpedo through some of clancy 's holes , ",0,47534
mention `` solaris '' five years from now and ,0,47535
made him a truly larger-than-life character ,1,47536
"human experience -- drama , conflict , tears and surprise -- that it transcends the normal divisions between fiction and nonfiction film ",1,47537
's like going to a house party and watching the host defend himself against a frothing ex-girlfriend ,0,47538
"business notable largely for its overwhelming creepiness , for an eagerness to create images you wish you had n't seen ",0,47539
's a bad sign in a thriller when you instantly know whodunit ,0,47540
the movie 's inescapable air of sleaziness ,0,47541
powerful direction ,1,47542
"on an irresistible , languid romanticism ",1,47543
funny thrill ,1,47544
"tasteful , intelligent manner ",1,47545
abrasive ,0,47546
lead actress andie macdowell ,1,47547
"an interesting topic , ",1,47548
rich in shadowy metaphor and as sharp as a samurai sword ,1,47549
most of the people who loved the 1989 paradiso will prefer this new version ,1,47550
groan and hiss ,0,47551
felt like an answer to irvine welsh 's book trainspotting ,1,47552
the lack of naturalness makes everything seem self-consciously poetic and forced ,0,47553
best part ,1,47554
feel as if we 're seeing something purer than the real thing ,1,47555
are advised to sit near the back and squint to avoid noticing some truly egregious lip-non-synching ,0,47556
a muddy psychological thriller rife with miscalculations . ,0,47557
simple message ,1,47558
", stupid ",0,47559
a diverting -- if predictable -- adventure suitable for a matinee ,1,47560
"woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back . ",1,47561
more damning ,1,47562
"slow , predictable ",0,47563
amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances . ,1,47564
are such a companionable couple ,1,47565
jolly ,1,47566
entertaining itself ,1,47567
a stunning new young talent ,1,47568
the intoxicating fumes ,1,47569
as funny ,1,47570
wholly believable and heart-wrenching depths of despair ,1,47571
the crisp clarity of a fall dawn ,1,47572
sensation ,1,47573
presents a fascinating but flawed look at the near future ,1,47574
being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience ,0,47575
female empowerment ,1,47576
throwback to long gone bottom-of-the-bill fare like the ghost and mr. chicken . ,0,47577
in this colorful bio-pic of a mexican icon ,1,47578
a listless climb down the social ladder ,0,47579
has never been filmed more irresistibly than in ` baran . ' ,1,47580
makes the material seem genuine rather than pandering ,1,47581
"contains all the substance of a twinkie -- easy to swallow , but scarcely nourishing . ",0,47582
has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate ,1,47583
tnt ,1,47584
minutely detailed wonders of dreamlike ecstasy ,1,47585
has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics . ,1,47586
anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold ,1,47587
in a plot as musty as one of the golden eagle 's carpets ,0,47588
"there 's no real sense of suspense , ",0,47589
the emotional heart ,1,47590
under its own thinness ,0,47591
's coherent ,1,47592
is n't tough to take as long as you 've paid a matinee price ,0,47593
erratic career ,0,47594
visual gags ,0,47595
"bryan adams , the world 's most generic rock star ",1,47596
labute masterfully balances both traditional or modern stories together in a manner that one never overwhelms the other . ,1,47597
that matters ,1,47598
is best when illustrating the demons bedevilling the modern masculine journey . ,1,47599
the experience of staring at a blank screen ,0,47600
a good match of the sensibilities of two directors ,1,47601
little $ 1.8 million charmer ,1,47602
is polanski 's best film . ,1,47603
hollywood has crafted a solid formula for successful animated movies ,1,47604
", i did n't care . ",0,47605
too loud and ,0,47606
most battered women ,0,47607
appears not to have been edited at all ,0,47608
"an ambitious , guilt-suffused melodrama crippled by poor casting . ",0,47609
"derivative elements into something that is often quite rich and exciting , and ",1,47610
extensive post-production ,1,47611
screen been so aggressively anti-erotic ,0,47612
worthwhile ,1,47613
is elevated by michael caine 's performance as a weary journalist in a changing world . ,1,47614
to understand why anyone in his right mind would even think to make the attraction a movie ,0,47615
"it 's an ambitious film , and as with all ambitious films , it has some problems . ",1,47616
"or worth rooting against , for that matter ",0,47617
to get a coherent rhythm going ,0,47618
"far bigger , far more meaningful story ",1,47619
as pleasantly ,1,47620
feminist empowerment tale thinly ,0,47621
you will also learn a good deal about the state of the music business in the 21st century ,1,47622
simple misfire ,0,47623
a striking new significance for anyone ,1,47624
just another generic drama that has nothing going for it other than its exploitive array of obligatory cheap ,0,47625
the film 's sense of imagery gives it a terrible strength ,1,47626
as sharp as the original ,1,47627
"by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject . ",1,47628
a delightfully quirky movie to be made from curling ,1,47629
", naturally dramatic ",1,47630
so willing to champion the fallibility of the human heart ,1,47631
"berling and béart ... continue to impress , and isabelle huppert ... again shows uncanny skill in getting under the skin of her characters . ",1,47632
as funny nor as charming as it thinks it is ,0,47633
"a fascinating curiosity piece -- fascinating , that is ",1,47634
leaves you wanting more ,1,47635
from this unimaginative comedian ,0,47636
quasi-documentary ,1,47637
very capable nailbiter ,1,47638
repetitive and ragged ,0,47639
ferrara 's strongest and most touching movie of recent years . ,1,47640
` swept away ' ,1,47641
the canadian 's inane ramblings ,0,47642
although it starts off so bad that you feel like running out screaming ,0,47643
humane and important ,1,47644
engaging as it is revealing ,1,47645
beautifully ,1,47646
"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , ",1,47647
is standard crime drama fare ... instantly forgettable and thoroughly dull ,0,47648
an all-around good time ,1,47649
in its treatment of the dehumanizing and ego-destroying process of unemployment ,0,47650
"this rich , bittersweet israeli documentary , about the life of song-and-dance-man pasach ` ke burstein and his family , ",1,47651
instantly disposable ,0,47652
"the life of wladyslaw szpilman , who is not only a pianist , but a good human being ",1,47653
is sabotaged by ticking time bombs and other hollywood-action cliches ,0,47654
"reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . ",1,47655
despite the efforts of a first-rate cast ,0,47656
it thankfully goes easy on the reel/real world dichotomy that ( jaglom ) pursued with such enervating determination in venice/venice . ,1,47657
to this engaging mix of love and bloodletting ,1,47658
establishes a wonderfully creepy mood . ,1,47659
"that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks ",1,47660
beautifully detailed performances by all of the actors ,1,47661
"bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact . ",0,47662
has some of the best special effects ,1,47663
that relies on more than special effects ,1,47664
devoid of pleasure or sensuality ,0,47665
i see this piece of crap again ,0,47666
it 's pretty stupid . ,0,47667
the film 's winning tone ,1,47668
"is a disaster , ",0,47669
"it is ok for a movie to be something of a sitcom apparatus , if the lines work , the humor has point and the actors are humanly engaged ",1,47670
has worked wonders with the material . ,1,47671
they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book . ,0,47672
far funnier ,1,47673
by working girl scribe kevin wade ,0,47674
inexpressible ,1,47675
skilled ,1,47676
any working class community ,1,47677
gives devastating testimony to both people 's capacity for evil and their heroic capacity for good . ,0,47678
store for unwary viewers ,0,47679
"if you like peace , you 'll like promises . ",1,47680
"the wonder of mostly martha is the performance of gedeck , who makes martha enormously endearing . ",1,47681
solo ,1,47682
going where no man has gone before ,1,47683
weak payoff ,0,47684
"as i valiantly struggled to remain interested , or at least conscious ",0,47685
old enough to have developed some taste ,1,47686
the film 's reach exceeds its grasp ,1,47687
serves mostly to whet one 's appetite for the bollywood films . ,1,47688
the movie 's seams may show ... ,0,47689
"the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving ",0,47690
endure instead of ,0,47691
a well-crafted film that is all the more remarkable because it ,1,47692
american instigator michael moore 's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . ,0,47693
being boring ,0,47694
between the fantastic and the believable ,1,47695
"unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ",0,47696
's the very definition of epic adventure ,1,47697
can only assume that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off ,0,47698
captures the innocence and budding demons within a wallflower ,1,47699
sweetly adventurous ,1,47700
deftly entertaining film ,1,47701
appeal to asian cult cinema fans and asiaphiles interested to see what all the fuss is about . ,1,47702
"edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ",0,47703
watch barbershop again if you 're in need of a cube fix -- this is n't worth sitting through . ,0,47704
all mixed up together like a term paper from a kid who ca n't quite distinguish one sci-fi work from another ,0,47705
becomes unwatchable ,0,47706
"( it 's ) what punk rock music used to be , and ",1,47707
hip hop fantasy ,1,47708
a minimalist beauty and ,1,47709
the self-serious equilibrium makes its point too well ; ,0,47710
"goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but ",1,47711
direction and complete lack ,0,47712
might be disappointed in the relative modesty of a movie that sports a ` topless tutorial service ,0,47713
a mean-spirited film made by someone who surely read the catcher in the rye but clearly suffers from dyslexia ,0,47714
a frustrating misfire ,0,47715
spent the duration of the film 's shooting schedule waiting to scream : `` ,0,47716
commander-in-chief ,1,47717
"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna . ",1,47718
smartest ,1,47719
"there 's a little violence and lots of sex in a bid to hold our attention , but it grows monotonous after a while , as do joan and philip 's repetitive arguments , schemes and treachery . ",0,47720
weepy ,0,47721
ode to tackling life 's wonderment ,1,47722
becomes predictably conventional . ,0,47723
"miller , kuras and the actresses ",1,47724
first-class ,1,47725
shows its indie tatters and self-conscious seams ,0,47726
have a new favorite musical ,1,47727
that is dark ,0,47728
"'s lovely and amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style . ",1,47729
's as entertaining ,1,47730
"brainless , but enjoyably over-the-top , the retro gang melodrama , deuces wild represents ",1,47731
is cool . ,1,47732
grows thin ,0,47733
the absurdities and inconsistencies ,0,47734
"farce , thoughtful dialogue elbowed aside by one-liners , and a visual style that incorporates rotoscope animation for no apparent reason except ",0,47735
and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,1,47736
"the urban landscapes are detailed down to the signs on the kiosks , and ",1,47737
be baffled ,0,47738
the death of self ... this orgasm ( wo n't be an ) ,0,47739
is of overwhelming waste ,0,47740
schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close . ,1,47741
very distinctive ,1,47742
"it 's a bad sign when you 're rooting for the film to hurry up and get to its subjects ' deaths just so the documentary will be over , ",0,47743
're in for a painful ride . ,0,47744
fairly parochial melodrama ,0,47745
a little weak ,0,47746
overcomes its visual hideousness ,0,47747
endearing ,1,47748
a cheat in the end ,0,47749
undercut ,0,47750
"whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action ",0,47751
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , ",0,47752
"philosophically , intellectually and logistically a mess . ",0,47753
"will undoubtedly play well in european markets , where mr. besson is a brand name , and in asia , where ms. shu is an institution , but ",1,47754
maddeningly insistent and repetitive piano score ,0,47755
of the masterful british actor ian holm ,1,47756
well-made and ,1,47757
great over-the-top ,1,47758
thought-provoking ,1,47759
uncharted depths ,1,47760
"the fluid motion is astounding on any number of levels -- including the physical demands made on büttner -- and it implies in its wake the intractable , irreversible flow of history . ",1,47761
our respect ,1,47762
"the whole affair , true story or not , feels incredibly hokey ",0,47763
in this summer 's new action film ,1,47764
his is an interesting character ,1,47765
"with unlikable , spiteful idiots ",0,47766
although purportedly a study in modern alienation ,0,47767
the movie landscape ,1,47768
"'s fairly lame , ",0,47769
a ripping good yarn ,1,47770
smart and complicated ,1,47771
is less compelling than the circumstances of its making ,0,47772
dead-undead genre ,0,47773
ache ,0,47774
the film sits with square conviction and touching good sense on the experience of its women ,1,47775
"trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness . ",1,47776
an alternately raucous and sappy ethnic sitcom ... you 'd be wise to send your regrets . ,0,47777
informative and ,1,47778
these guys ' superhuman capacity ,1,47779
fearlessness ,1,47780
surprisingly anemic disappointment ,0,47781
