sentence,label,idx,processed_text
fun with it ,1,46747,fun
twenty-first ,1,46748,twenty first
a genius ,1,46749,genius
real situations and characters ,1,46750,real situations characters
the movie weighs no more than a glass of flat champagne . ,0,46751,movie weighs glass flat champagne
"light-years ahead of paint-by-number american blockbusters like pearl harbor , at least artistically . ",1,46752,light years ahead paint number american blockbusters like pearl harbor least artistically
pathetically compare notes about their budding amours ,0,46753,pathetically compare notes budding amours
the genuinely funny jokes ,1,46754,genuinely funny jokes
worth sitting through ,1,46755,worth sitting
"( or worth rooting against , for that matter ) ",0,46756,worth rooting matter
's because the laughs come from fairly basic comedic constructs ,1,46757,laughs come fairly basic comedic constructs
a fascinating little tale ,1,46758,fascinating little tale
skilfully ,1,46759,skilfully
"the notion of deleting emotion from people , even in an advanced prozac nation ",0,46760,notion deleting emotion people even advanced prozac nation
is an interesting exercise by talented writer/director anderson ,1,46761,interesting exercise talented writer director anderson
"the jokes , most at women 's expense ",0,46762,jokes women expense
laid back ,1,46763,laid back
despite modest aspirations ,1,46764,despite modest aspirations
you 're a struggling nobody ,0,46765,struggling nobody
'll be white-knuckled and unable to look away ,1,46766,white knuckled unable look away
"as the mediterranean sparkles , ` swept away ' sinks . ",0,46767,mediterranean sparkles swept away sinks
"plunges you into a reality that is , more often then not , difficult and sad , ",0,46768,plunges reality often difficult sad
an unsettling picture ,0,46769,unsettling picture
"is the last thing any of these three actresses , nor their characters , deserve ",0,46770,last thing three actresses characters deserve
opera on film is never satisfactory . ,0,46771,opera film never satisfactory
uses his usual modus operandi of crucifixion ,0,46772,uses usual modus operandi crucifixion
a worthwhile addition to a distinguished film legacy ,1,46773,worthwhile addition distinguished film legacy
one of the most entertaining monster movies in ages ,1,46774,one entertaining monster movies ages
very compelling tale ,1,46775,compelling tale
distasteful and ,0,46776,distasteful
it 's a visual rorschach test and i must have failed ,0,46777,visual rorschach test must failed
's really so appealing about the characters ,1,46778,really appealing characters
"brings a youthful , out-to-change-the-world aggressiveness to the project , as if she 's cut open a vein and bled the raw film stock ",1,46779,brings youthful change world aggressiveness project cut open vein bled raw film stock
russian cultural identity and a stunning technical achievement ,1,46780,russian cultural identity stunning technical achievement
about existential suffering ,0,46781,existential suffering
", it will be well worth your time . ",1,46782,well worth time
the land ,1,46783,land
might actually want to watch ,1,46784,might actually want watch
it collapses into exactly the kind of buddy cop comedy ,0,46785,collapses exactly kind buddy cop comedy
no affinity ,0,46786,affinity
of charm ,1,46787,charm
"mesmerize , astonish and entertain ",1,46788,mesmerize astonish entertain
is a greater attention to the parents -- and particularly the fateful fathers -- in the emotional evolution of the two bewitched adolescents ,1,46789,greater attention parents particularly fateful fathers emotional evolution two bewitched adolescents
"nijinsky says , ' i know how to suffer ' and if you see this film you 'll know too . ",0,46790,nijinsky says know suffer see film know
the story simply putters along looking for astute observations and coming up blank . ,0,46791,story simply putters along looking astute observations coming blank
to be running on hypertime in reverse as the truly funny bits ,1,46792,running hypertime reverse truly funny bits
"begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ",0,46793,begging attention giving audiences reason truly care decrepit freaks beyond promise reprieve incessant whining
sometimes exceptional film ,1,46794,sometimes exceptional film
clarity and ,1,46795,clarity
mindless yet impressively lean spinoff of last summer 's bloated effects fest the mummy returns . ,1,46796,mindless yet impressively lean spinoff last summer bloated effects fest mummy returns
laughter and self-exploitation ,1,46797,laughter self exploitation
"mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived . ",1,46798,mostly work humor warmth intelligence captures life interestingly lived
"a smart , provocative drama that does the nearly impossible : ",1,46799,smart provocative drama nearly impossible
disintegrating bloodsucker computer effects and ,0,46800,disintegrating bloodsucker computer effects
exceptionally dreary and overwrought ,0,46801,exceptionally dreary overwrought
a coming-of-age tale ,1,46802,coming age tale
", vulgar is , truly and thankfully , a one-of-a-kind work . ",0,46803,vulgar truly thankfully one kind work
maintains an appealing veneer ,1,46804,maintains appealing veneer
"because the intelligence level of the characters must be low , very low , very very low , for the masquerade to work , the movie contains no wit , only labored gags . ",0,46805,intelligence level characters must low low low masquerade work movie contains wit labored gags
"had just typed ` chris rock , ' ` anthony hopkins ' and ` terrorists ' into some univac-like script machine ",0,46806,typed chris rock anthony hopkins terrorists univac like script machine
interesting in unfaithful ,1,46807,interesting unfaithful
is such a sweet and sexy film ,1,46808,sweet sexy film
probably one of the best since the last waltz ,1,46809,probably one best since last waltz
"melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold ",1,46810,melds derivative elements something often quite rich exciting always beauty behold
"the most opaque , self-indulgent and just plain goofy an excuse for a movie as you can imagine . ",0,46811,opaque self indulgent plain goofy excuse movie imagine
it feels like a glossy rehash . ,0,46812,feels like glossy rehash
exhibits the shallow sensationalism characteristic of soap opera ... more salacious telenovela than serious drama ,0,46813,exhibits shallow sensationalism characteristic soap opera salacious telenovela serious drama
"the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie . ",0,46814,movie ends outtakes characters forget lines utter uhhh better writing movie
re-fried green tomatoes ,0,46815,fried green tomatoes
keep the story compelling ,1,46816,keep story compelling
feeling this movie ,1,46817,feeling movie
overexposed waste ,0,46818,overexposed waste
demonstrating vividly that the beauty and power of the opera reside primarily in the music itself ,1,46819,demonstrating vividly beauty power opera reside primarily music
is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once ,0,46820,sit 90 minutes called comedy laugh
far more stylish and ,1,46821,far stylish
's always fascinating to watch marker the essayist at work . ,1,46822,always fascinating watch marker essayist work
"while it 's all quite tasteful to look at , the attention process tends to do a little fleeing of its own . ",0,46823,quite tasteful look attention process tends little fleeing
", unimaginative and derivative ",0,46824,unimaginative derivative
most disappointing woody allen movie ,0,46825,disappointing woody allen movie
a poignant comedy that offers food for ,1,46826,poignant comedy offers food
is like binging on cotton candy ,1,46827,like binging cotton candy
's depressing to see how far herzog has fallen ,0,46828,depressing see far herzog fallen
"to the filmmakers , ivan is a prince of a fellow , but he comes across as shallow and glib though not mean-spirited , and there 's no indication that he 's been responsible for putting together any movies of particular value or merit . ",0,46829,filmmakers ivan prince fellow comes across shallow glib though mean spirited indication responsible putting together movies particular value merit
milder is n't better ,0,46830,milder n better
they could n't have done in half an hour ,0,46831,could n done half hour
exploiting it yourself ,0,46832,exploiting
an amateurish screenplay ,0,46833,amateurish screenplay
point and purpose ,1,46834,point purpose
"leave you wanting more , ",1,46835,leave wanting
moaning about their cruel fate ,0,46836,moaning cruel fate
melancholy ,0,46837,melancholy
"there is almost nothing in this flat effort that will amuse or entertain them , either . ",0,46838,almost nothing flat effort amuse entertain either
stale and ,0,46839,stale
sorority boys is a bowser . ,0,46840,sorority boys bowser
"there 's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there 's nothing else happening ",0,46841,undeniable enjoyment films crammed movie references fun wears thin nothing else happening
the plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours . ,0,46842,plot paper thin characters n interesting enough watch go daily activities two whole hours
would not improve much after a therapeutic zap of shock treatment ,0,46843,would improve much therapeutic zap shock treatment
violated ,0,46844,violated
the courage of its convictions and excellent performances on its side ,1,46845,courage convictions excellent performances side
stirs us as well ,1,46846,stirs us well
smothered in the excesses of writer-director roger avary ,0,46847,smothered excesses writer director roger avary
the pretensions -- and disposable story -- sink the movie . ,0,46848,pretensions disposable story sink movie
"born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues ",1,46849,born engaging storyline also n embarrassed make reach tissues
de niro 's right-hand goombah ,0,46850,de niro right hand goombah
right choice ,1,46851,right choice
are remarkable ,1,46852,remarkable
"marshall keeps the energy humming , ",1,46853,marshall keeps energy humming
bad bear suits ,0,46854,bad bear suits
to whet one 's appetite for the bollywood films ,1,46855,whet one appetite bollywood films
"come from philippe , who makes oliver far more interesting than the character 's lines would suggest , and sarandon , who could n't be better as a cruel but weirdly likable wasp matron . ",1,46856,come philippe makes oliver far interesting character lines would suggest sarandon could n better cruel weirdly likable wasp matron
"there 's some good material in their story about a retail clerk wanting more out of life , but the movie too often spins its wheels with familiar situations and repetitive scenes ",0,46857,good material story retail clerk wanting life movie often spins wheels familiar situations repetitive scenes
"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling ",0,46858,three leads produce adequate performances missing material depth feeling
"seriously , folks , it does n't work . ",0,46859,seriously folks n work
stunning technical achievement ,1,46860,stunning technical achievement
"it plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting . ",0,46861,plods along methodically somehow assumption dead wife communicating beyond grave framework even remotely new interesting
the brim with ideas ,1,46862,brim ideas
iles ,1,46863,iles
some charm and heart ,1,46864,charm heart
"there are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why ",1,46865,flaws also stretches impact moments awe wrapped characters make choices
contrived plot points ,0,46866,contrived plot points
awakening and ,1,46867,awakening
", mr. schnitzler proves himself a deft pace master and stylist . ",1,46868,mr schnitzler proves deft pace master stylist
deem it necessary to document all this emotional misery ,0,46869,deem necessary document emotional misery
is too busy hitting all of its assigned marks to take on any life of its own ,0,46870,busy hitting assigned marks take life
a strength ,1,46871,strength
that appeals to me ,1,46872,appeals
naive dreams ,0,46873,naive dreams
"a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated . ",0,46874,better celebration unfairly dismissed heroes would film n painfully forced false fabricated
about an adult male dressed in pink jammies ,0,46875,adult male dressed pink jammies
", laissez-passer has all the earmarks of french cinema at its best . ",1,46876,laissez passer earmarks french cinema best
"shorter than the first ( as best i remember ) , but still a very good time at the cinema ",1,46877,shorter first best remember still good time cinema
"though harris is affecting at times , he can not overcome the sense that pumpkin is a mere plot pawn for two directors with far less endearing disabilities . ",0,46878,though harris affecting times overcome sense pumpkin mere plot pawn two directors far less endearing disabilities
little wit ,0,46879,little wit
", his secret life will leave you thinking ",1,46880,secret life leave thinking
the still-inestimable contribution they have made to our shared history ,1,46881,still inestimable contribution made shared history
at its laziest ,0,46882,laziest
its worst harangues ,0,46883,worst harangues
"miracles , ",1,46884,miracles
"a dull , simple-minded and stereotypical tale of drugs , death and mind-numbing indifference on the inner-city streets . ",0,46885,dull simple minded stereotypical tale drugs death mind numbing indifference inner city streets
nothing short of refreshing ,1,46886,nothing short refreshing
there 's nothing remotely topical or sexy here . ,0,46887,nothing remotely topical sexy
be about everything that 's plaguing the human spirit in a relentlessly globalizing world ,1,46888,everything plaguing human spirit relentlessly globalizing world
see all summer ,1,46889,see summer
as scary-funny as tremors ,1,46890,scary funny tremors
a captivatingly quirky hybrid ,1,46891,captivatingly quirky hybrid
a wonderful film to bring to imax ,1,46892,wonderful film bring imax
an intelligently made ( and beautifully edited ) picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch . ,1,46893,intelligently made beautifully edited picture least spark life say plenty movies flow hollywood pipeline without hitch
both a detective story and a romance spiced with the intrigue of academic skullduggery and politics . ,1,46894,detective story romance spiced intrigue academic skullduggery politics
gibberish ,0,46895,gibberish
you find comfort in familiarity ,1,46896,find comfort familiarity
rises above the level of a telanovela . ,1,46897,rises level telanovela
naqoyqatsi ' is banal in its message and the choice of material to convey it . ,0,46898,naqoyqatsi banal message choice material convey
", however entertainingly presented , ",0,46899,however entertainingly presented
a sour attempt ,0,46900,sour attempt
astounds . ,1,46901,astounds
point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1,46902,point way adventurous indian filmmakers toward crossover nonethnic markets
its perfunctory conclusion ,0,46903,perfunctory conclusion
engage and even touch us ,1,46904,engage even touch us
loved classic ,1,46905,loved classic
transformed star ,1,46906,transformed star
employs an accent that i think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british . ,0,46907,employs accent think supposed attempt hardass american sometimes lapses unhidden british
"from a sharper , cleaner script ",1,46908,sharper cleaner script
find it baffling ,0,46909,find baffling
by now intolerable morbidity ,0,46910,intolerable morbidity
of a director enjoying himself immensely ,1,46911,director enjoying immensely
in a dysfunctional family ,0,46912,dysfunctional family
"shreve 's graceful dual narrative gets clunky on the screen , ",0,46913,shreve graceful dual narrative gets clunky screen
"feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form . ",0,46914,feels like work artist simply tired fighting fights putting weight world shoulders playing narrative form
"farts , urine , ",0,46915,farts urine
the lousy john q all but spits out denzel washington 's fine performance in the title role . ,0,46916,lousy john q spits denzel washington fine performance title role
"unexpected , and often contradictory , truths emerge . ",1,46917,unexpected often contradictory truths emerge
my advice is to skip the film and pick up the soundtrack . ,0,46918,advice skip film pick soundtrack
greatest ,1,46919,greatest
idiotic and ugly ,0,46920,idiotic ugly
utterly transcend gender ,1,46921,utterly transcend gender
cinema fans ,1,46922,cinema fans
where you expect and often surprises you with unexpected comedy ,1,46923,expect often surprises unexpected comedy
talented performers ,1,46924,talented performers
does n't make sense ,0,46925,n make sense
some unnecessary parts ,0,46926,unnecessary parts
is just too easy to be genuinely satisfying . ,0,46927,easy genuinely satisfying
"would be a film that is n't this painfully forced , false and fabricated ",0,46928,would film n painfully forced false fabricated
the slightest difficulty accepting him in the role ,0,46929,slightest difficulty accepting role
hooks us ,1,46930,hooks us
", nicholas nickleby is too much like a fragment of an underdone potato . ",0,46931,nicholas nickleby much like fragment underdone potato
more accurate than anything ,1,46932,accurate anything
has the courage of its convictions and excellent performances on its side ,1,46933,courage convictions excellent performances side
no organic intrigue ,0,46934,organic intrigue
tardier ,0,46935,tardier
"short and sweet , but also more than anything else slight ... tadpole pulls back from the consequences of its own actions and revelations . ",1,46936,short sweet also anything else slight tadpole pulls back consequences actions revelations
grab you ,1,46937,grab
of entertainment that parents love to have their kids ,1,46938,entertainment parents love kids
slight and uninventive ,0,46939,slight uninventive
"'ll stay with the stage versions , however , which bite cleaner , and deeper ",0,46940,stay stage versions however bite cleaner deeper
hedonistic creativity ,1,46941,hedonistic creativity
benefit enormously ,1,46942,benefit enormously
", i hate it . ",0,46943,hate
high crimes is a cinematic misdemeanor ,0,46944,high crimes cinematic misdemeanor
the performances are worthwhile . ,1,46945,performances worthwhile
"kwan is a master of shadow , quietude , and room noise , and lan yu is a disarmingly lived-in movie ",1,46946,kwan master shadow quietude room noise lan yu disarmingly lived movie
unsurprisingly ,0,46947,unsurprisingly
"see this turd squashed under a truck , preferably a semi ",0,46948,see turd squashed truck preferably semi
"irritating ( at least to this western ear ) , ",0,46949,irritating least western ear
"try to create characters out of the obvious cliches , but wind up using them as punching bags . ",0,46950,try create characters obvious cliches wind using punching bags
"ripe recipe , inspiring ",1,46951,ripe recipe inspiring
"there , done that ... a thousand times already , and better ",0,46952,done thousand times already better
the pantheon of the best of the swashbucklers ,1,46953,pantheon best swashbucklers
visual splendor that can be seen in other films ,1,46954,visual splendor seen films
the densest distillation of roberts ' movies ever made . ,0,46955,densest distillation roberts movies ever made
"love it ... hell , i dunno . ",1,46956,love hell dunno
"that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ",1,46957,make large screen format swooping string exotic locales scooping whole world joyous communal festival rhythm
insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing ,1,46958,insightful enough fondly remembered endlessly challenging maze moviegoing
"solid , satisfying fare for adults ",1,46959,solid satisfying fare adults
"is awe and affection -- and a strange urge to get on a board and , uh , shred , dude . ",1,46960,awe affection strange urge get board uh shred dude
a wish your heart makes ,1,46961,wish heart makes
totalitarian ,0,46962,totalitarian
in a shabby script ,0,46963,shabby script
of abuse ,0,46964,abuse
renner carries much of the film with a creepy and dead-on performance . ,1,46965,renner carries much film creepy dead performance
a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level . ,0,46966,seriously bad film seriously warped logic writer director kurt wimmer screenplay level
"are complex and quirky , but entirely believable as the remarkable ensemble cast brings them to life . ",1,46967,complex quirky entirely believable remarkable ensemble cast brings life
"its weighty themes are too grave for youngsters , ",0,46968,weighty themes grave youngsters
"reggio and glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that glass 's dirgelike score becomes a fang-baring lullaby . ",0,46969,reggio glass rhapsodize cynicism repetition languorous slo mo sequences glass dirgelike score becomes fang baring lullaby
"lies ... footage that might have made no such thing a trenchant , ironic cultural satire instead of a frustrating misfire ",0,46970,lies footage might made thing trenchant ironic cultural satire instead frustrating misfire
probably the best case for christianity since chesterton and lewis ,1,46971,probably best case christianity since chesterton lewis
stifling morality tale ,0,46972,stifling morality tale
been slimed in the name of high art ,0,46973,slimed name high art
it happens to flat characters ,0,46974,happens flat characters
the ridiculous dialog or the oh-so convenient plot twists ,0,46975,ridiculous dialog oh convenient plot twists
that really tells the tale ,1,46976,really tells tale
oscar-worthy ,1,46977,oscar worthy
"for its excellent storytelling , its economical , compressed characterisations and for its profound humanity ",1,46978,excellent storytelling economical compressed characterisations profound humanity
it 's still a good yarn -- which is nothing to sneeze at these days . ,1,46979,still good yarn nothing sneeze days
interesting storytelling devices ,1,46980,interesting storytelling devices
much to it ,1,46981,much
cliche pileup ,0,46982,cliche pileup
coming from a director beginning to resemble someone 's crazy french grandfather ,0,46983,coming director beginning resemble someone crazy french grandfather
the updated dickensian sensibility of writer craig bartlett 's story ,1,46984,updated dickensian sensibility writer craig bartlett story
"is left with a sour taste in one 's mouth , and little else ",0,46985,left sour taste one mouth little else
trapped presents a frightening and compelling ` what if ? ' ,1,46986,trapped presents frightening compelling
"a dumb , fun , curiously adolescent movie this ",1,46987,dumb fun curiously adolescent movie
its originality ,1,46988,originality
realize that deep inside righteousness can be found a tough beauty ,1,46989,realize deep inside righteousness found tough beauty
spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie ,1,46990,spy kids 2 also happens rarity among sequels actually improves upon original hit movie
"you can taste it , but there 's no fizz . ",0,46991,taste fizz
"not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching . ",1,46992,stories work ones thin scattered film works well enough make worth watching
"patent solutions to dramatize life 's messiness from inside out , in all its strange quirks ",1,46993,patent solutions dramatize life messiness inside strange quirks
the movie is widely seen and debated with appropriate ferocity and thoughtfulness ,1,46994,movie widely seen debated appropriate ferocity thoughtfulness
is something of a triumph ,1,46995,something triumph
"is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip ",1,46996,surprisingly brilliant deftly sewing together could confusing horrifying vision intense engrossing head trip
"lisa rinzler 's cinematography may be lovely , ",1,46997,lisa rinzler cinematography may lovely
"who 's seen george roy hill 's 1973 film , `` the sting ",1,46998,seen george roy hill 1973 film sting
a half dozen ,1,46999,half dozen
"expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women ",1,47000,expect major discoveries stylish sizzle film sits square conviction touching good sense experience women
"thanks to kline 's superbly nuanced performance , that pondering ",1,47001,thanks kline superbly nuanced performance pondering
abridged edition ,1,47002,abridged edition
your entertainment standards ,1,47003,entertainment standards
finds amusing juxtapositions that justify his exercise ,1,47004,finds amusing juxtapositions justify exercise
of genuine insight into the urban heart ,1,47005,genuine insight urban heart
the film is impressive for the sights and sounds of the wondrous beats the world has to offer . ,1,47006,film impressive sights sounds wondrous beats world offer
is a fascinating little tale ,1,47007,fascinating little tale
"anyone managing to steal a movie not only from charismatic rising star jake gyllenhaal but also from accomplished oscar winners susan sarandon , dustin hoffman and holly hunter , yet newcomer ellen pompeo pulls off the feat with aplomb ",1,47008,anyone managing steal movie charismatic rising star jake gyllenhaal also accomplished oscar winners susan sarandon dustin hoffman holly hunter yet newcomer ellen pompeo pulls feat aplomb
doze off for a few minutes ,0,47009,doze minutes
good news to anyone ,1,47010,good news anyone
murder by numbers just does n't add up . ,0,47011,murder numbers n add
as delicately calibrated in tone ,1,47012,delicately calibrated tone
the bullseye ,1,47013,bullseye
"is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance . ",1,47014,diverting predictable adventure suitable matinee message cautions children disturbing world delicate ecological balance
"may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . ",1,47015,may captivated moods subtly transformed star still wonder paul thomas anderson ever inclination make sincere artful movie adam sandler probably ever appear
its real emotional business ,1,47016,real emotional business
dull effects ,0,47017,dull effects
washington demands and receives excellent performances ,1,47018,washington demands receives excellent performances
the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well . ,0,47019,whole movie simply lazy exercise bad filmmaking asks suspend disbelief intelligence well
humor and lightness ,1,47020,humor lightness
provide an emotional edge ,1,47021,provide emotional edge
", the director uses the last act to reel in the audience since its poignancy hooks us completely . ",1,47022,director uses last act reel audience since poignancy hooks us completely
find a movie character more unattractive or odorous ( than leon ) ,0,47023,find movie character unattractive odorous leon
"'s not a bad premise , just a bad movie . ",0,47024,bad premise bad movie
in entertaining ,1,47025,entertaining
"a captivatingly quirky hybrid of character portrait , romantic comedy and beat-the-clock thriller . ",1,47026,captivatingly quirky hybrid character portrait romantic comedy beat clock thriller
can tell you that there 's no other reason why anyone should bother remembering it . ,0,47027,tell reason anyone bother remembering
"its gentle , touching story ",1,47028,gentle touching story
assume that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off ,0,47029,assume jury bestowed star hoffman brother gordy waldo salt screenwriting award 2002 sundance festival honoring attempt something different actually pulling
sweet spirit ,1,47030,sweet spirit
where the characters ' moves are often more predictable than their consequences ,0,47031,characters moves often predictable consequences
is just lazy writing ,0,47032,lazy writing
an entirely stale concept ,0,47033,entirely stale concept
"a self-reflexive , philosophical nature ",1,47034,self reflexive philosophical nature
the outstanding soundtrack ,1,47035,outstanding soundtrack
sharp script ,1,47036,sharp script
has been trying to pass off as acceptable teen entertainment for some time now . ,0,47037,trying pass acceptable teen entertainment time
particularly funny ,1,47038,particularly funny
can overcome bad hair design ,0,47039,overcome bad hair design
will stand in future years as an eloquent memorial to the world trade center tragedy ,1,47040,stand future years eloquent memorial world trade center tragedy
the head of the class of women 's films ,1,47041,head class women films
naturally funny ,1,47042,naturally funny
it includes a fair share of dumb drug jokes and predictable slapstick ,0,47043,includes fair share dumb drug jokes predictable slapstick
awed ,1,47044,awed
how i killed my father compelling ,1,47045,killed father compelling
apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note ,1,47046,apart forming chain relationships come full circle end positive tragic note
"i know i should n't have laughed , but hey , those farts got to my inner nine-year-old . ",1,47047,know n laughed hey farts got inner nine year old
"relies on toilet humor , ethnic slurs . ",0,47048,relies toilet humor ethnic slurs
misconstrued ,0,47049,misconstrued
"ms. seigner and mr. serrault bring fresh , unforced naturalism to their characters . ",1,47050,ms seigner mr serrault bring fresh unforced naturalism characters
suffers from over-familiarity since hit-hungry british filmmakers ,0,47051,suffers familiarity since hit hungry british filmmakers
is icily brilliant ,1,47052,icily brilliant
"just might turn on many people to opera , in general ",1,47053,might turn many people opera general
", are crisp and purposeful without overdoing it ",1,47054,crisp purposeful without overdoing
"is hard to dismiss -- moody , thoughtful , and ",1,47055,hard dismiss moody thoughtful
"cheap , ",0,47056,cheap
"a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies ",0,47057,thing characters except run dark tunnels fight various anonymous attackers evade elaborate surveillance technologies
"is a hoot , and ",1,47058,hoot
be called the best korean film of 2002 ,1,47059,called best korean film 2002
to match the ordeal of sitting through it ,0,47060,match ordeal sitting
grossly ,0,47061,grossly
"is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction . ",1,47062,haunting punk rock music used video medium could use spirit perception conviction
"to inspire anything more than a visit to mcdonald 's , let alone some savvy street activism ",0,47063,inspire anything visit mcdonald let alone savvy street activism
the dull effects ,0,47064,dull effects
too many scenes toward the end that should move quickly ,0,47065,many scenes toward end move quickly
has rewards ,1,47066,rewards
be a movie that ends up slapping its target audience in the face by shooting itself in the foot ,0,47067,movie ends slapping target audience face shooting foot
"created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history ",1,47068,created film one honestly describe looking sounding simply feeling like film recent history
there is n't one moment in the film that surprises or delights . ,0,47069,n one moment film surprises delights
fascinating connections ,1,47070,fascinating connections
not quite as miraculous as its dreamworks makers would have you believe ,0,47071,quite miraculous dreamworks makers would believe
time out ,0,47072,time
that the answer is as conventional as can be ,0,47073,answer conventional
foul-natured ,0,47074,foul natured
an almost unbearably morbid ,0,47075,almost unbearably morbid
while i ca n't say it 's on par with the first one ,0,47076,ca n say par first one
"a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle ",0,47077,pointless meandering celebration goth vampire tortured woe lifestyle
is icily brilliant . ,1,47078,icily brilliant
as a well-made evocation ,1,47079,well made evocation
works beautifully as a movie ,1,47080,works beautifully movie
"a so-so , made-for-tv something posing as a real movie . ",0,47081,made tv something posing real movie
numbing experience to watch ,0,47082,numbing experience watch
"original character , siuation or joke ",1,47083,original character siuation joke
"is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday . ",1,47084,rare drama offers thoughtful rewarding glimpse sort heartache everyone felt feel someday
is ultimately quite unengaging . ,0,47085,ultimately quite unengaging
steven shainberg 's adaptation ,1,47086,steven shainberg adaptation
puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman . ,1,47087,puts refreshing comical spin familiar saga contemporary single woman
well-characterized ,1,47088,well characterized
this strenuously unfunny showtime deserves the hook . ,0,47089,strenuously unfunny showtime deserves hook
a pleasure to watch ,1,47090,pleasure watch
more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing ,1,47091,moments insightful enough fondly remembered endlessly challenging maze moviegoing
"the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families ",0,47092,one thing holds interest midst mushy existential exploration men leave families
a triumph ,1,47093,triumph
slash-fest ,0,47094,slash fest
"a boring man , ",0,47095,boring man
"it does n't reach them , but the effort is gratefully received ",1,47096,n reach effort gratefully received
"a new , self-deprecating level ",0,47097,new self deprecating level
esteemed writer-actor ,1,47098,esteemed writer actor
a spotty script ,0,47099,spotty script
captivated ,1,47100,captivated
phony ,0,47101,phony
scherfig 's light-hearted profile ,1,47102,scherfig light hearted profile
is wonderful . ,1,47103,wonderful
moments of promise ,1,47104,moments promise
slow down ,0,47105,slow
", despite several attempts at lengthy dialogue scenes , ",0,47106,despite several attempts lengthy dialogue scenes
deft comic timing ,1,47107,deft comic timing
is a movie that refreshes the mind and spirit along with the body ,1,47108,movie refreshes mind spirit along body
poorly paced you could fit all of pootie tang in between its punchlines ,0,47109,poorly paced could fit pootie tang punchlines
cast is painful to watch ,0,47110,cast painful watch
", we 'd prefer a simple misfire . ",0,47111,prefer simple misfire
seems to elicit a chuckle ,1,47112,seems elicit chuckle
"by every human who ever lived : too much to do , too little time to do it in ",0,47113,every human ever lived much little time
a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes ,1,47114,woman whose passion region inhabitants still shines quiet blue eyes
"is left with a sour taste in one 's mouth , and little else . ",0,47115,left sour taste one mouth little else
", unlike those in moulin rouge , are crisp and purposeful without overdoing it ",1,47116,unlike moulin rouge crisp purposeful without overdoing
"the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart ",1,47117,problems characters reveals universal involving film well delightful cast breezy pretty gifted really heart
stinks so badly of hard-sell image-mongering you ,0,47118,stinks badly hard sell image mongering
smash its face in ,0,47119,smash face
"'s every bit as enlightening , insightful and entertaining as grant 's two best films ",1,47120,every bit enlightening insightful entertaining grant two best films
